ABUS-US,ACST-CA,ADVZ-CA,AEZS-CA,AKU-CA,APS-CA,AQS-CA,ARCH-CA,ASG-CA,ASP-CA,ATE-CA,AUP-CA,BCT-CA,BHC-US,BLU-CA,BNKL-US,BTI-CA,CHH-CA,CORV-CA,COV-CA,CPH-CA,CRDL-CA,CRH-CA,CTTH-US,CTX-CA,CZO-CA,DR-CA,EBM-CA,EDT-CA,EPI-CA,ETBI-US,FRX-CA,GSD-CA,GTMS-CA,GUD-CA,HBP-CA,HLS-CA,HSDT-US,HTL-CA,ICO-CA,IDL-CA,IGXT-US,IMV-CA,IN-CA,IPA-CA,JWEL-CA,KLY-CA,KNE-CA,LMNL-CA,MDNA-CA,MDP-CA,MDX-CA,MIMI-CA,MIR-CA,MIST-US,MPH-CA,NGEN-CA,NRI-CA,NSHS-CA,NVCN-CA,NVLNF-US,ONCY-USA,OPS-CA,PMN-CA,PRN-CA,PTQ-CA,QPT-CA,RVX-CA,RX-CA,SBM-CA,SQD-CA,SVA-CA,TBP-CA,TH-CA,TLT-CA,TMD-CA,VBIV-US,VMD-CA,XENE-US,ZYME-US
696.16,,,,,,,,,,,124788.53,,17040877.56,,,,,,,,,166.59,,,,,,,,,,,,20806.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.66,21984.29,,13950,276078
687,,,,,,,,,,,96769.92,,16973633.46,,,,,,,,,44.85,,,,,,,,,,,,4052.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.21,21673.1,,9458.1,271183.89
496.93,,,,,,,,,,,90874.4,,16184694.24,,,,,,,,,,,,,,,,,,,,,133.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.68,21610,,5301,257129.01
458,,,,,,,,,,,85931.69,,16030091.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18248.35,,4352.4,255037.51
458,,,,,,,,,,,81465.38,,15836829.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17720.2,,4185,195597.08
458,,,,,,,,,,,80810.33,,15484686.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17455.69,,2790,175225.87
274.8,,,,,,,,,,,75927.17,,14762204.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17103.88,,2790,163137
229,,,,,,,,,,,75301.89,,14695019.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13176.05,,2524.95,146405
229,,,,,,,,,,,71297.1,,14616713.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12966,,2301.75,125699.15
112.21,,,,,,,,,,,49218.67,,11720995.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12839.8,,,118295.24
25.19,,,,,,,,,,,47640.58,,11601965.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12468.11,,,96209
,,,,,,,,,,,44752.37,,11556670,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12180.26,,,72449.56
,,,,,,,,,,,41685.5,,11498450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12137.04,,,45218.23
,,,,,,,,,,,40747.58,,11319307.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11477.5,,,41830
,,,,,,,,,,,37219.2,,11270111.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10183.5,,,41830
,,,,,,,,,,,35953.75,,11188836.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9767.72,,,40951.57
